1	AT1G09530	no_paralog	POC1	39.03	 AT-LC:1.00	10/35	 RSF1 RGA2 RGL1 RGA1 PHYB RGL2 PIL6 PHYD RGL3 TOC1	regulation of transcription, DNA-templated;signal transduction;circadian rhythm;gravitropism;response to red or far red light;de-etiolation;gibberellic acid mediated signaling pathway;red or far-red light signaling pathway;positive regulation of anthocyanin metabolic process	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding;identical protein binding
20	AT1G27320	no_paralog	HK3	18.17	 AT-PG:0.50 AT-DC:0.50	3/35	 PHYB PHYD TOC1	response to superoxide;fatty acid beta-oxidation;response to osmotic stress;signal transduction;circadian rhythm;cell death;response to cold;response to water deprivation;response to salt stress;cytokinin-activated signaling pathway;hormone-mediated signaling pathway;salicylic acid mediated signaling pathway;ethylene-activated signaling pathway;regulation of flower development;regulation of seed germination;phloem or xylem histogenesis;leaf senescence;regulation of chlorophyll catabolic process;cellular response to phosphate starvation;protein import into peroxisome matrix;regulation of anthocyanin metabolic process;negative regulation of iron ion transport;defense response to bacterium;regulation of meristem development;regulation of shoot system development;cellular response to cold;cellular response to abscisic acid stimulus;cellular response to sucrose stimulus;secondary growth	plasma membrane	protein histidine kinase activity;osmosensor activity;protein binding;cytokinin receptor activity;protein histidine kinase binding
21	AT3G44190	no_paralog	na	18.02	 AT-DC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	toxin catabolic process;response to chitin;response to cyclopentenone;hydrogen peroxide catabolic process;para-aminobenzoic acid metabolic process	cytoplasm;Golgi apparatus	electron carrier activity
22	AT2G20800	AT4G28220	NDB4	18.02	 AT-DC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	na	mitochondrion;plastid;extrinsic component of mitochondrial inner membrane	NADH dehydrogenase activity
23	AT4G28220	AT2G20800	NDB1	18.02	 AT-DC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	na	mitochondrion;peroxisome;extrinsic component of mitochondrial inner membrane	NADH dehydrogenase activity;disulfide oxidoreductase activity
24	AT3G52880	no_paralog	MDAR1	17.98	 AT-DC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	gluconeogenesis;glycolytic process;response to salt stress;hydrogen peroxide catabolic process;response to cadmium ion	cytoplasm;peroxisome;peroxisomal matrix;plasma membrane;chloroplast;apoplast	monodehydroascorbate reductase (NADH) activity
25	AT2G17420	AT4G35460	NTRA	17.83	 AT-DC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	pollen germination;cell growth;thioredoxin biosynthetic process;cell redox homeostasis;response to cadmium ion;seed development	mitochondrial matrix;cytosol;chloroplast	thioredoxin-disulfide reductase activity
26	AT4G35460	AT2G17420	NTRB	17.83	 AT-DC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	pollen germination;cell growth;thioredoxin biosynthetic process;cell redox homeostasis;seed development	mitochondrion;cytosol;chloroplast envelope	thioredoxin-disulfide reductase activity
27	AT2G41680	no_paralog	NTRC	17.81	 AT-DC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	thylakoid membrane organization;regulation of chlorophyll biosynthetic process;regulation of starch biosynthetic process;carotenoid biosynthetic process;isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;hydrogen peroxide catabolic process;positive regulation of catalytic activity;cell redox homeostasis;response to cadmium ion	chloroplast;chloroplast stroma	thioredoxin-disulfide reductase activity;protein binding;enzyme activator activity;oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
28	AT2G33230	AT1G04610	YUC7	17.48	 AT-CC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	response to water deprivation;indoleacetic acid biosynthetic process	nucleus	monooxygenase activity
29	AT1G68050	no_paralog	FKF1	17.13	 AT-DC:0.79 AT-LC:0.21	4/35	 PHYB PHYD PHYE TOC1	regulation of transcription, DNA-templated;ubiquitin-dependent protein catabolic process;circadian rhythm;response to blue light;positive regulation of flower development;regulation of gene expression	nucleus	core promoter binding;ubiquitin-protein ligase activity;protein binding
30	AT2G18915	no_paralog	LKP2	16.94	 AT-DC:0.80 AT-LC:0.20	4/35	 PHYB PHYD PHYE TOC1	ubiquitin-dependent protein catabolic process;lipid transport;circadian rhythm;response to red or far red light;regulation of circadian rhythm;long-day photoperiodism, flowering	nucleus;cytosol;Cajal body	ubiquitin-protein ligase activity;protein binding
31	AT2G47430	no_paralog	CKI1	16.78	 AT-DC:0.54 AT-PG:0.46	3/35	 PHYB PHYD TOC1	embryo sac development;cytokinin-activated signaling pathway;phloem or xylem histogenesis;secondary growth	plasma membrane;plasmodesma;membrane	phosphorelay response regulator activity;protein histidine kinase activity;protein binding;protein homodimerization activity
32	AT5G11320	AT4G32540	YUC4	16.70	 AT-CC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	auxin biosynthetic process;positive regulation of flower development;inflorescence development;regulation of anatomical structure morphogenesis;cotyledon development;phyllome development;regulation of leaf development	Golgi membrane;nucleoplasm;endoplasmic reticulum;endoplasmic reticulum membrane;Golgi apparatus;cytosol;chloroplast	monooxygenase activity;indolepyruvate decarboxylase activity
33	AT1G04400	no_paralog	PHH1	16.65	 AT-LC:0.47 AT-GN:0.40 AT-CX:0.12	5/35	 STH2 PHYB FUS1 PHYD PHYE	chromatin organization;chromatin remodeling;response to water deprivation;response to light stimulus;response to blue light;phototropism;regulation of flower development;positive regulation of flower development;regulation of meristem growth;stomatal movement;circadian regulation of calcium ion oscillation;hydrogen peroxide catabolic process	nucleus;vacuole	protein binding;blue light photoreceptor activity;identical protein binding;protein homodimerization activity
34	AT1G04310	no_paralog	ERS2	16.38	 AT-DC:0.83 AT-CC:0.17	4/35	 CKX5 PHYB PHYD PHYE	negative regulation of ethylene-activated signaling pathway	extracellular region;endoplasmic reticulum	protein histidine kinase activity;protein serine/threonine kinase activity;receptor activity;protein binding;ethylene binding
35	AT5G25620	no_paralog	YUC6	16.33	 AT-CC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	auxin biosynthetic process	na	monooxygenase activity
36	AT3G62090	AT2G46970	PIL2	15.58	 AT-LC:0.52 AT-CC:0.48	4/35	 RSF1 PHYB PIL1 TOC1	red or far-red light signaling pathway;xylem development;cell wall macromolecule metabolic process	nucleus	sequence-specific DNA binding transcription factor activity;protein binding
37	AT3G45780	no_paralog	RPT1	15.54	 AT-DC:0.86 AT-PG:0.14	4/35	 PHYB PHYD PHYE DWF2	response to blue light;phototropism;response to high light intensity;response to sucrose;chloroplast avoidance movement;chloroplast accumulation movement;response to red light;regulation of stomatal movement;regulation of proton transport;response to far red light;negative regulation of anion channel activity by blue light;protein autophosphorylation	cytoplasm;vacuole;plasma membrane;cytoplasmic side of plasma membrane;cell surface	protein kinase activity;protein serine/threonine kinase activity;protein binding;blue light photoreceptor activity;FMN binding;kinase activity;identical protein binding
38	AT5G20730	no_paralog	TIR5	15.30	 AT-HT:0.60 AT-LC:0.26 AT-CX:0.14	3/35	 RGA2 MSG2 IAA29	regulation of transcription, DNA-templated;gravitropism;phototropism;response to ethylene;response to auxin;response to brassinosteroid;blue light signaling pathway;lateral root formation;regulation of growth;positive regulation of transcription, DNA-templated;leaf development;lateral root development	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding
39	AT1G21430	no_paralog	YUC11	15.26	 AT-CC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	regulation of anatomical structure morphogenesis	extracellular region;membrane	monooxygenase activity
40	AT3G60390	AT2G44910	HAT3	15.14	 AT-CC:0.43 HS-LC:0.25 AT-HT:0.21 AT-CX:0.12	3/35	 HB4 HB-2 IAA29	regulation of transcription, DNA-templated	nucleus	sequence-specific DNA binding transcription factor activity
41	AT1G46264	no_paralog	SCZ	15.11	 AT-CC:1.00	4/35	 RSF1 HB4 PIL1 IAA29	asymmetric cell division;response to heat	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
42	AT1G19220	no_paralog	IAA22	15.06	 AT-HT:0.61 AT-CX:0.39	2/35	 MSG2 IAA29	cell adhesion;response to ethylene;response to auxin;response to brassinosteroid;trichome morphogenesis;lateral root formation;response to cyclopentenone;actin nucleation;leaf development;lateral root development;root hair cell differentiation;cell wall organization	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;sequence-specific DNA binding;protein dimerization activity
43	AT2G17820	no_paralog	HK1	14.96	 AT-PG:0.37 AT-CC:0.33 AT-DC:0.30	3/35	 CKX5 PHYE TOC1	response to osmotic stress;response to water deprivation;stomatal complex patterning;seed maturation	plasma membrane	protein histidine kinase activity;osmosensor activity;protein binding;histidine phosphotransfer kinase activity
44	AT1G09570	no_paralog	PHYA	14.82	 AT-LC:1.00	4/35	 RSF1 FUS1 SRL2 PIL6	regulation of transcription, DNA-templated;circadian rhythm;gravitropism;phototropism;photomorphogenesis;red or far-red light signaling pathway;red light signaling pathway;response to continuous far red light stimulus by the high-irradiance response system;response to very low fluence red light stimulus;negative regulation of translation;response to arsenic-containing substance	nucleus;cytoplasm;nuclear body	protein histidine kinase activity;signal transducer activity;protein binding;G-protein coupled photoreceptor activity;red or far-red light photoreceptor activity;far-red light photoreceptor activity;identical protein binding
45	AT1G48910	no_paralog	YUC10	14.69	 AT-CC:1.00	4/35	 YUC9 YUC2 YUC8 YUC5	regulation of anatomical structure morphogenesis;hydrogen peroxide catabolic process	na	monooxygenase activity
46	AT1G04100	AT4G28640	IAA10	14.57	 AT-CC:0.62 AT-HT:0.38	3/35	 HB4 MSG2 IAA29	respiratory burst involved in defense response;response to auxin;response to chitin;intracellular signal transduction	nucleus	sequence-specific DNA binding transcription factor activity
47	AT1G78100	AT1G22220	AUF1	14.50	 AT-CX:0.73 AT-HT:0.27	4/35	 PIN3 MSG2 YUC8 IAA29	response to auxin;cytokinin-activated signaling pathway;response to brassinosteroid;basipetal auxin transport;acropetal auxin transport	nucleus	na
48	AT3G04730	no_paralog	IAA16	14.45	 AT-CC:0.61 AT-HT:0.39	3/35	 HB4 MSG2 IAA29	response to osmotic stress;response to auxin;response to cyclopentenone;response to cadmium ion	nucleus	sequence-specific DNA binding transcription factor activity;protein binding
49	AT3G23150	no_paralog	ETR2	14.29	 AT-DC:0.63 AT-PG:0.37	2/35	 PHYD PHYE	nucleotide biosynthetic process;negative regulation of ethylene-activated signaling pathway	endoplasmic reticulum	protein histidine kinase activity;protein serine/threonine kinase activity;receptor activity;protein binding;ethylene binding
50	AT3G23030	no_paralog	IAA2	14.26	 AT-CX:0.80 AT-HT:0.20	3/35	 PIN3 MSG2 IAA29	response to auxin;response to cyclopentenone	nucleus	sequence-specific DNA binding transcription factor activity;protein binding
51	AT4G14550	AT3G23050	SLR	14.09	 AT-CC:0.59 AT-HT:0.33 AT-CX:0.08	3/35	 HB4 MSG2 IAA29	response to auxin;response to brassinosteroid;lateral root morphogenesis;response to cyclopentenone;negative regulation of transcription, DNA-templated;lateral root development	nucleus	sequence-specific DNA binding transcription factor activity;protein binding
52	AT3G17600	no_paralog	IAA31	14.05	 AT-CC:0.67 AT-HT:0.33	3/35	 HB4 MSG2 IAA29	gravitropism;response to auxin;root development;shoot system development	nucleus	sequence-specific DNA binding transcription factor activity
53	AT3G16500	AT1G51950	PAP1	13.82	 AT-CC:0.67 AT-HT:0.33	3/35	 HB4 MSG2 IAA29	cellular response to nitrogen starvation;response to auxin	nucleus	sequence-specific DNA binding transcription factor activity
54	AT1G80390	AT1G15580	IAA15	13.82	 AT-CC:0.67 AT-HT:0.33	3/35	 HB4 MSG2 IAA29	regulation of transcription, DNA-templated;response to auxin	nucleus	sequence-specific DNA binding transcription factor activity
55	AT3G06640	no_paralog	na	13.54	 AT-DC:1.00	3/35	 PHYB PHYD PHYE	regulation of proton transport;protein autophosphorylation	na	protein serine/threonine/tyrosine kinase activity;kinase activity
56	AT5G49470	AT3G06620	na	13.54	 AT-DC:1.00	3/35	 PHYB PHYD PHYE	na	nucleus	protein serine/threonine/tyrosine kinase activity;kinase activity
57	AT3G06620	AT5G49470	na	13.50	 AT-DC:1.00	3/35	 PHYB PHYD PHYE	nuclear-transcribed mRNA catabolic process;regulation of proton transport;protein autophosphorylation	nucleus	protein serine/threonine/tyrosine kinase activity;kinase activity
58	AT4G23050	no_paralog	na	13.50	 AT-DC:1.00	3/35	 PHYB PHYD PHYE	signal transduction;regulation of proton transport;protein autophosphorylation	cytosol;plasma membrane	protein kinase activity;protein serine/threonine/tyrosine kinase activity;signal transducer activity
59	AT1G67890	no_paralog	na	13.50	 AT-DC:1.00	3/35	 PHYB PHYD PHYE	na	nucleus;cytoplasm	protein serine/threonine/tyrosine kinase activity;kinase activity
60	AT2G22670	AT5G65670	IAA8	13.48	 AT-CC:0.66 AT-HT:0.34	3/35	 HB4 MSG2 IAA29	microtubule nucleation;response to auxin;cytokinin-activated signaling pathway;gibberellic acid mediated signaling pathway;seed dormancy process;lateral root formation;negative regulation of transcription, DNA-templated	nucleus;cytoplasm	sequence-specific DNA binding transcription factor activity;protein binding
61	AT2G02710	no_paralog	PLPC	13.42	 AT-DC:1.00	3/35	 PHYB PHYD PHYE	regulation of transcription, DNA-templated;signal transduction;regulation of proton transport;protein autophosphorylation	plasma membrane	signal transducer activity
62	AT3G06630	no_paralog	na	13.41	 AT-DC:1.00	3/35	 PHYB PHYD PHYE	signal transduction;regulation of proton transport;protein autophosphorylation	cytoplasm	protein kinase activity;signal transducer activity
63	AT2G37430	AT3G53600	ZAT11	13.41	 AT-CC:1.00	4/35	 RSF1 HB4 PIL1 IAA29	respiratory burst involved in defense response;regulation of transcription, DNA-templated;ethylene biosynthetic process;response to chitin;intracellular signal transduction	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
64	AT1G67840	no_paralog	CSK	13.39	 AT-DC:1.00	3/35	 PHYB PHYD PHYE	response to blue light;leaf morphogenesis;regulation of proton transport;regulation of gene expression;cell differentiation;positive regulation of transcription, DNA-templated;protein autophosphorylation;photosystem stoichiometry adjustment	chloroplast;chloroplast stroma	ATP binding;kinase activity
65	AT5G37020	no_paralog	ATARF8	13.32	 AT-HT:0.69 AT-LC:0.31	2/35	 MSG2 IAA29	regulation of transcription, DNA-templated;response to auxin;determination of bilateral symmetry;post-embryonic morphogenesis;organ morphogenesis;flower development;regulation of flower development;xylem and phloem pattern formation;flower morphogenesis;ovule development;meristem development;negative regulation of biological process	nucleus	sequence-specific DNA binding transcription factor activity
66	AT2G03060	no_paralog	AGL30	13.29	 AT-CC:0.57 HS-CX:0.43	4/35	 SRL2 HB4 PIL6 IAA29	pollen development;pollen exine formation	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
67	AT4G38340	AT1G76350	na	13.29	 AT-DC:1.00	3/35	 PHYB PHYD PHYE	regulation of transcription, DNA-templated	nucleus	sequence-specific DNA binding transcription factor activity
68	AT5G65670	AT2G22670	IAA9	13.21	 AT-CC:0.65 AT-HT:0.35	3/35	 HB4 MSG2 IAA29	virus induced gene silencing;response to auxin;auxin-activated signaling pathway;vegetative phase change	nucleus	sequence-specific DNA binding transcription factor activity
69	AT5G25890	no_paralog	IAR2	13.08	 AT-CC:0.65 AT-HT:0.35	3/35	 HB4 MSG2 IAA29	regulation of translation;protein targeting to membrane;response to auxin;positive regulation of flavonoid biosynthetic process;lateral root morphogenesis;regulation of plant-type hypersensitive response	intracellular;nucleus	sequence-specific DNA binding transcription factor activity;protein binding
70	AT1G19850	no_paralog	MP	12.97	 AT-HT:0.71 AT-LC:0.29	2/35	 MSG2 IAA29	methylation-dependent chromatin silencing;regulation of transcription, DNA-templated;cell adhesion;response to auxin;response to brassinosteroid;embryo development;determination of bilateral symmetry;post-embryonic morphogenesis;organ morphogenesis;flower development;regulation of flower development;longitudinal axis specification;polarity specification of adaxial/abaxial axis;leaf morphogenesis;meristem initiation;xylem and phloem pattern formation;meristem maintenance;trichome morphogenesis;leaf vascular tissue pattern formation;RNA interference;chromatin silencing by small RNA;actin nucleation;root development;flower morphogenesis;ovule development;meristem development;negative regulation of biological process;lateral root development;root hair cell differentiation;histone H3-K9 methylation;cell wall organization	nucleus;membrane	sequence-specific DNA binding transcription factor activity;protein binding;identical protein binding;transcription regulatory region DNA binding
71	AT1G04550	AT2G33310	IAA12	12.85	 AT-CC:0.64 AT-HT:0.36	3/35	 HB4 MSG2 IAA29	response to auxin;embryonic pattern specification;xylem and phloem pattern formation;negative regulation of transcription, DNA-templated;root development	nucleus	sequence-specific DNA binding transcription factor activity;protein binding
72	AT5G47370	no_paralog	HAT2	12.58	 AT-CX:0.78 AT-HT:0.22	4/35	 PIN3 MSG2 HB-2 IAA29	regulation of transcription, DNA-templated;shade avoidance;response to auxin;auxin-activated signaling pathway;unidimensional cell growth;negative regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
73	AT3G61150	AT4G00730	HDG1	12.53	 AT-CC:0.58 HS-LC:0.29 HS-CX:0.13	3/35	 SRL2 HB4 IAA29	regulation of transcription, DNA-templated;protein acetylation;maintenance of floral organ identity	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
74	AT4G29080	no_paralog	PAP2	12.29	 AT-CC:1.00	3/35	 CKX5 HB4 IAA29	regulation of translation;pattern specification process;response to auxin;floral whorl development;flower morphogenesis	intracellular;nucleus	sequence-specific DNA binding transcription factor activity
75	AT1G53170	AT3G15210	ERF8	12.29	 AT-CC:1.00	3/35	 PAR1 HB4 IAA29	regulation of transcription, DNA-templated;ethylene-activated signaling pathway	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
76	AT1G26945	no_paralog	PRE6	12.26	 AT-CC:0.66 AT-LC:0.34	3/35	 RSF1 PAR1 PAR2	response to light stimulus	nucleus	na
77	AT4G25560	AT5G52260	MYB18	12.05	 AT-LC:0.67 AT-CC:0.33	2/35	 RSF1 FUS1	regulation of transcription, DNA-templated;response to red or far red light;response to salicylic acid;far-red light signaling pathway;positive regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding
78	AT3G50340	AT5G67020	na	12.05	 AT-CX:1.00	3/35	 PIN3 MSG2 IAA29	na	nucleus	na
79	AT1G04240	no_paralog	SHY2	12.04	 AT-HT:0.38 AT-LC:0.31 AT-CX:0.31	3/35	 PHYB MSG2 IAA29	response to auxin;response to brassinosteroid;lateral root development	nucleus	sequence-specific DNA binding transcription factor activity;protein binding
80	AT1G06040	AT2G31380	STO	11.88	 AT-CC:0.34 AT-LC:0.34 AT-CX:0.32	3/35	 STH2 FUS1 PIL6	glycolytic process;water transport;hyperosmotic response;Golgi organization;response to temperature stimulus;response to light stimulus;photomorphogenesis;response to salt stress;response to abscisic acid;response to cadmium ion;response to karrikin	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding;zinc ion binding
81	AT5G06710	no_paralog	HAT14	11.62	 AT-CC:0.75 AT-HT:0.25	3/35	 HB4 HB-2 IAA29	regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
82	AT5G62280	no_paralog	na	11.50	 AT-CX:1.00	4/35	 XTH17 PIN3 MSG2 IAA29	na	na	na
